rua,freq
"RUA BARAO DE ITAMARACA, EM FRENTE AO N. 111",0
"RUA BARAO DE ITAMARACA, AO LADO AO N. 21",2
"AVENIDA MANOEL BORBA, TRECHO ENTRE RUA GONCALVES MAIA E RUA DOM BOSCO",0
"RUA DOS MEDICIS, POR TODA A EXTENSAO DA VIA SENTIDO R DOM BOSCO",0
"AVENIDA CAXANGA, LADO OPOSTO AO N. 5566 SENTIDO CIDADE",2
"RUA GUARARAPES INFRAERO, AO LADO DO EDF GARAGEM.",1
"AVENIDA HERCULANO BANDEIRA, EM FRENTE AO N. 544",0
"AVENIDA BOA VIAGEM, EM FRENTE AO N. 2880",0
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, LADO OPOSTOAO N. 3814",0
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, EM FRENTE AESCOLA MUNICIPAL DO LEAO",0
"AVENIDA BOA VIAGEM, EM FRENTE AO N. 1590 - 2 . JARDIM",0
"AVENIDA BOA VIAGEM, EM FRENTE AO N. 1590 SEGUNDO JARDIM",0
"AVENIDA HERCULANO BANDEIRA, EM FRENTE AO N. 411",0
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, EM FRENTE AO N. 4420",0
"AVENIDA BOA VIAGEM, EM FRENTE AO N. 1590",0
"RUA GUARARAPES INFRAERO, LADO OPOSTO AO EDF. GARAGEM DO AEROPORTO DO RECIFE",0
"RUA REGO MELO, EM FRENTE AO POSTE N. B024129",0
"AVENIDA CAXANGA, SOB O SEMAFORO N. 568 SENTIDO CIDADE",23
"RUA DR JOSE MARIANO, ESQUINA COM PONTE VELHA",0
"RUA RIO AZUL, SOB O SEMAFORO N. 476",1
"AVENIDA CAXANGA, EM FRENTE AO N. 1715 SENTIDO CIDADE",16
"AVENIDA CAXANGA, SOB O SEMAFORO N. 568 SENTIDO CIDADE.",3
"ESTRADA DO ARRAIAL, EM FRENTE AO N. 5036",1
"AVENIDA CAXANGA, SOB AO N. 568",0
"AVENIDA CAXANGA, SOB AO SEMAFORO N. 568",0
"AVENIDA MARECHAL MASCARENHAS DE MORAES, EM FRENTEAO N. 4223 SENTIDO SUBURBIO/CIDADE",0
"AVENIDA CAXANGA, SOB AO SEMAFORO N. 231 SENTIDO CIDADE",2
"PRACA DO MONTEIRO, LADO OPOSTO AO N. 2475",3
"RUA BALTAZAR PASSOS, AO LADO AO N. 79",1
"RUA COSMORAMA, SOB O SEMAFORO N. 556",0
"RUA JOAO FERNANDES VIEIRA, LADO OPOSTO AO N. 460",13
"AVENIDA DESEMBARGADOR JOSE NEVES, EM FRENTE AO N.659 SENTIDO CIDADE",0
"RUA PADRE CARAPUCEIRO, AO LADO DO N. 968",0
"RUA MAJOR ARMANDO DE SOUZA MELLO, CRUZAMENTO COM A RUA BALTAZAR PASSOS",0
"AVENIDA CAXANGA, SOB O SEMAFORO N. 568 SENTIDO RECIFE",0
"RUA JOAO FERNANDES VIEIRA, EM FRENTE AO N. 460",16
"RUA JOAO FERNANDES VIEIRA, LADO OPOSTO AO N. 470",0
"PONTE ENGENHEIRO JAIME GUSMAO, SOBRE A PONTE ENGENHEIRO JAME GUSMAO",0
"AVENIDA DEZESSETE DE AGOSTO, SOB O SEMAFORO N. 718 SENTIDO SUBURBIO -CIDADE",0
"RUA PINTO CAMPOS, AO LADO AO N. 2475",0
"AVENIDA FERNANDO SIMOES BARBOSA, EM FRENTE AO N. 602",2
"RUA DONA BENVINDA, AO LADO AO N. 4581 SENTIDO SUBURBIO",7
"RUA DA PRAIA, AO LADO AO N. 96",1
"RUA DONA BENVINDA, APOS AO N. 4581",1
"AVENIDA DEZESSETE DE AGOSTO, SOB O SEMAFORO N. 718 SUB-CIDADE",0
"RUA NOVA, EM FRENTE AO N. 344 SENTIDO RUA DA PALMA",3
"RUA RIO XINGU, EM FRENTE AO N. 715",0
"R. DESEMBARGADOR JOSE PAES DE ANDRADE, LADO OPOSTO AO N. 203 SENTIDO CIDADE",5
"R. DESEMBARGADOR JOSE PAES DE ANDRADE, LADO OPOSTO AO N. 203 SENTIDO CENTRO",0
"RUA DESEMBARGADOR JOSE PAES DE ANDRADE, LADO OPOSTO AO N. 203 SENTIDO CIDADE",0
"RUA DO PORAO, AO LADO AO N.52",0
"AVENIDA CAXANGA, SOB O SEMAFORO N. 230 AO 270",1
"RUA VIDAL DE NEGREIROS, LADO OPOSTO AO N. 34",3
"RUA DO RANGEL, AO LADO AO N. 170",5
"AVENIDA CAXANGA, EM FRENTE AO N. 853 SENTIDO CIDADE",1
"R. JORNALISTA PAULO BITTENCOURT, AO LADO AO N. 141",0
"RUA DO RANGEL, AO LADO AO N. 112",2
"RUA DO RANGEL, AO LADO AO N. 100",2
"PRACA DA REPUBLICA, EM FRENTE TEATRO PRINCESA ISABEL",0
"RUA DOS NAVEGANTES, EM FRENTE AO N. 1235.",0
"RUA REAL DA TORRE, AO LADO DO MERCADO DA MADALENA.",1
"C SANTA RITA, SOBRE AO SEMAFORO N. 582",0
"RUA JORNALISTA PAULO BITTENCOURT, AO LADO AO N. 21",0
"AVENIDA BOA VIAGEM, EM FRENTE AO N. 4338.SENTIDO SUBURBIO CIDADE",0
"RUA REAL DA TORRE, AO LADO MERCADO DA MADALENA..",0
"RUA IMPERIAL, SOBRE O SEMAFORO N. 408",0
"RUA MARQUES DO HERVAL, LADO OPOSTO AO N. 170 SENTIDO UNICO",1
"PRACA DA CONVENCAO, EM FRENTE AO N. 96",1
"RUA FRANCA PEREIRA, COM RUA DOS NAVEGANTES SENTIDO OESTE",0
"AVENIDA DANTAS BARRETO, LADO OPOSTO AO N. 977",11
"R. FREI MATIAS TEVIS, AO LADO AO N. 95",0
"R. ANTONIO GOMES DE FREITAS, LADO OPOSTO AO SEMAFORO N. 45",0
"RUA DA CONCORDIA, EM FRENTE AO N. 365 SENTIDO UNICO",4
"RUA DA CONCORDIA, EM FRENTE AO 365 SENTIDO UNICO",0
"RUA TENOR VICENTE CELESTINO, CRUZAMENTO RUA ENG JOSE BRANDAO CAVALCANTE",0
"RUA DA CONCORDIA, EM FRENTE AO N. 417 SENTIDO UNICO",0
"R. GAL. JOAQUIM INACIO, APOS AO N. 249",0
"C SANTA RITA, AO LADO DO PREDIO DO SESC DE SANTA RITA",0
"C SANTA RITA, AO LADO DO SESC DE SANTA RITA",1
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, EM FRENTE AO MERCADO DE BOA VIAGEM",2
"RUA PADRE INGLES, LADO OPOSTO FACULDADE UNIBRA",0
"RUA ENGENHEIRO BRANDAO CAVALCANTE, CRUZAMENTO COMA RUA PIANISTA ISNA MARCIANO",2
"RUA JORNALISTA TRAJANO CHACON, AO LADO AO N. 109",0
"RUA BARAO DA VITORIA, EM FRENTE AO SEMAFORO N. 012 SENTIDO UNICO",9
"RUA BALTAZAR PASSOS, LADO OPOSTO AO N. 53",1
"AVENIDA MARECHAL MASCARENHAS DE MORAES, SOB O SEMAFORO N. 218 SENTIDO SUBURBIO CIDADE",0
"RUA MISSIONARIO JOEL CARLSON, SOB AO N. 633",1
"AVENIDA DANTAS BARRETO, LADO OPOSTO AO N. 1246",2
"R. FRANCISCO ALVES, LADO OPOSTO AO HOSPITAL ENERGIA PEDIATRICA ESPERANCA",0
"RUA PADRE MUNIZ, AO LADO AO N. 63",0
"AVENIDA ENGENHEIRO ALVES DE SOUZA, CRUZAMENTO COMA RUA GENERAL GOES MONTEIRO",0
"PRACA MIGUEL DE CERVANTES, LADO OPOSTO AO ESTACIONAMENTO LEVE MOBILIDADE",1
"PRACA MIGUEL DE CERVANTES, LADO OPOSTO A EMERGENCIA PEDIATRICA ESPERANCA.",1
"RUA IMPERIAL, SOBRE O SEMAFORO N. 528",0
"RUA PASSO DA PATRIA, EM FRENTE AO N. 345 B",0
"RUA DA ALEGRIA, EM FRENTE AO N. 228-B",0
"REF RUA DA ALEGRIA, LADO OPOSTO AO SEMAFORO N. 246",0
"RUA DA ALEGRIA, LADO OPOSTO AO N. 246",1
"RUA JOAO CARDOSO AIRES, EM FRENTE AO N. 60",0
"RUA BALTAZAR PASSOS, SOB O SEMAFORO N. 149",0
"AVENIDA SUL, SOB AO SEMAFORO N. 320 SENTIDO CIDADE",0
"RUA DO ARAGAO, CRUZAMENTO AO N. 38",0
"RUA DO ARAGAO, CRUZAMENTO AO N. 122",0
"RUA DO ARAGAO, EM FRENTE AO N. 127",2
"RUA MARQUES DO HERVAL, EM FRENTE AO N. 199 SENTIDO UNICO",0
"RUA MARQUES DO HERVAL, EM FRENTE AO N. 188 SENTIDO UNICO",0
"RUA ROSARIO DA BOA VISTA, EM FRENTE AO N. 42",0
"RUA GENERAL SALGADO, LADO OPOSTO AO N. 1031",0
"RUA OLIMPIO TAVARES, LADO OPOSTO AO N. 3455",0
"AVENIDA PROFESSOR JOAO MEDEIROS, SOB O SEMAFORO N. 383",0
"RUA DA MATRIZ, EM FRENTE AO N. 65",0
"RUA OLIMPIO TAVARES, LADO OPOSTO AO N. 46",0
"RUA OLIMPIO TAVARES, EM FRENTE AO N. 100",1
"RUA DA MATRIZ, EM FRENTE AO N. 140",0
"RUA ABRAHAM LINCOLN, LADO OPOSTO AO N. 137",2
"RUA ABRAHAM LINCOLN, LADO OPOSTO AO COLEGIO GGE",0
"RUA ABRAHAM LINCOLN, EM FRENTE AO N. 111",4
"RUA DA CONCORDIA, EM FRENTE AO N. 135 SENTIDO UNICO",0
"RUA DOS COELHOS, EM FRENTE AO N. 485",0
"RUA DESEMBARGADOR GOIS CAVALCANTE, EM FRENTE AO N. 410",0
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, SOB O SEMAFORO N. 068 SENTIDO OLINDA PISTA CENTRAL",0
"RUA PAISSANDU, EM FRENTE AO N. 300 SENTIDO CIDADE",0
"AVENIDA BOA VIAGEM, AO LADO AO HOTEL JANGADEIRO",0
"RUA PAISSANDU, EM FRENTE AO N. 368 SENTIDO CENTRO",0
"RUA MARQUES AMORIM, LADO OPOSTO AO N. 548",0
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, EM FRENTE AO SEMAFORO N. 085 SENTIDO 0LINDA",0
"RUA MARQUES AMORIM, EM FRENTE AO N. 515.",0
"RUA BENFICA, EM FRENTE AO N. 197",0
"AVENIDA DANTAS BARRETO, EM FRENTE PAULO MALHAS",0
"RUA DR JOAO GUILHERME DE P SOBRINHO, AO LADO AO N. 930",0
"RUA VISCONDE DE JEQUITINHONHA, EM FRENTE AO N. 539",0
"RUA VISCONDE DE JEQUITINHONHA, AO LADO DO N. 622",0
"RUA VISCONDE DE JEQUITINHONHA, EM FRENTE AO N. 622",1
"RUA VISCONDE DE JEQUITINHONHA, AO LADO DO N. 111",0
"RUA SAO MATEUS, SOB AO SEMAFORO N. 229",1
"PRACA MINISTRO SALGADO FILHO, AO LADO ANTIGO TERMINAL DE PASSAGEIROS",0
"PRACA MINISTRO SALGADO FILHO, LADO OPOSTO ANTIGO TERMINAL DE PASSAGEIROS",1
"RUA DJALMA FARIAS, AO LADO AO N. 170",0
"AVENIDA DOIS RIOS, AO LADO AO N. 1182",0
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, EM FRENTE AO N. 276 SENTIDO SUBURBIO",0
"RUA PROFESSOR ALOISIO PESSOA DE ARAUJO, EM FRENTEAO N. 80 SENTIDO SUBURBIO CIDADE",1
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, SOB O SEMAFORO N. 389. SENTIDO BOA VIAGEM",0
"AVENIDA PROFESSOR ARTUR DE SA, LADO OPOSTO AO N. 240, SENTIDO BR 101.",0
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, LADO OPOSTO AO N. 4544",0
"RUA BALTAZAR PASSOS, CRUZAMENTO COM A RUA WALDEMAR NERY CARNEIRO MONTEIRO",0
"R. FELICIANO GOMES, LADO OPOSTO AO N. 77",0
"RUA FELICIANO GOMES, EM FRENTE AO N. 77",0
"RUA BALTAZAR PASSOS, AO LADO AO N. 479",0
"RUA TREZE DE MAIO, EM FRENTE AO SEMAFORO N. 172 SENTIDO CIDADE SUBURBIO",0
"R. DESEMBARGADOR JOSE PAES DE ANDRADE, LADO OPOSTO AO N. 203 SENTIDO SUBURBIO",8
"AVENIDA BOA VIAGEM, SOBRE O SEMAFORO N. 148",0
"AVENIDA BOA VIAGEM, SOB O SEMAFORO N. 148",1
"AVENIDA DOM JOAO VI, LADO OPOSTO AO SHOPPING CENTER RECIFE. SENTIDO CIDADE/SUBURBIO.",1
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, LADO OPOSTOAO N. 2222 SENTIDO SUBURBIO",2
"RUA DA PRAIA, EM FRENTE AO N. 76",0
"RUA JOAQUIM NABUCO, APOS O SEMAFORO N. 174 SENTIDO SUBURBIO",11
"RUA JEMIL ASFORA, CRUZAMENTO VIA MANGUE",0
"RUA DA PALMA, EM FRENTE AO NUMERO 392 SENTIDO UNICO",0
"RUA DA PALMA, EM FRENTE AO NUMERO 399 SENTIDO UNICO",0
"RUA JOAQUIM NABUCO, EM FRENTE AO SEMAFORO N. 174",0
"AVENIDA LINS PETIT, EM FRENTE O SEMAFORO N. 653 SENTIDO SUBURBIO",0
"RUA DA PRAIA, LADO OPOSTO AO N. 52",0
"AVENIDA DOM JOAO VI, APOS O COLEGIO GGE, SENTIDO SUBURBIO",3
"RUA LAMBARI, EM FRENTE APOS O N. 78",0
"AVENIDA REPUBLICA DO LIBANO, EM FRENTE A TORRE 2 RIOMAR",0
"RUA DO SOL, EM FRENTE AOS CORREIOS",6
"RUA DA PRAIA, APOS AO N. 160",0
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, EM FRENTE O PORTAO DE EMBARQUE B5 AEROPORTO DO RECIF",0
"RUA VIDAL DE NEGREIROS, EM FRENTE 290",0
"RUA DA PAZ, EM FRENTE AO N. 210",0
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, SOB O VIADUTO JOSE DE BARROS LIMA",2
"RUA SENADOR CARLOS WILSON CAMPOS INFRAERO, LADO OPOSTO AO PORTAO A3 PISTA LESTE",0
"AVENIDA DANTAS BARRETO, LADO OPOSTO AO N. 919",0
"AVENIDA MARECHAL MASCARENHAS DE MORAES, EM FRENTEAO N. 4223 SENTIDO CIDADE",0
"AVENIDA REPUBLICA DO LIBANO, ESTACIONAMENTO SHOPPING RIOMAR AO N. D 22",0
"AVENIDA GENERAL SAN MARTIN, EM FRENTE AO N. 2314",0
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, AO LADO AO N. 112 SENTIDO SUBURBIO",0
"AVENIDA REPUBLICA DO LIBANO, ESTACIONAMENTO SHOPPING RIO MAR LOCAL D22",0
"PRACA DA RESTAURACAO, AO LADO DO N. 22",0
"AVENIDA REPUBLICA DO LIBANO, LADO INTERNO ESTACIONAMENTO RIOMAR",0
"AVENIDA PREFEITO ANTONIO PEREIRA, AO LADO DO EMBARQUE POSO SUPERIOR DO TIP",0
"RUA PROFESSOR ALOISIO PESSOA DE ARAUJO, AO LADO AO N. 80 SENTIDO SUBURBIO CIDADE",2
"RUA DO JARDIM, EM FRENTE A ARCOL",0
"RUA DEZ DE JULHO, EM FRENTE AO SEMAFORO N. 473",0
"RUA MARQUES DE ABRANTES, EM FRENTE AO N. 194 SENTIDO CIDADE/SUBURBIO",0
"TRAVESSA DO FORTE, EM FRENTE  AO N. 18",0
"RUA SETUBAL, EM FRENTE AO N. 1270",0
"RUA MISSIONARIO JOEL CARLSON, AO LADO AO N. 406",0
"RUA JOSE DE VASCONCELOS, LADO OPOSTO AO N. 739A",0
"RUA TAIO, LADO OPOSTO AO N. 201",0
"RUA JOSE NOGUEIRA, EM FRENTE AO N. 87",0
"RUA DO SOL, EM FRENTE AO TEATRO SANTA ISABEL",0
"RUA ESTADO DE ISRAEL, AO LADO AO N. 30",1
"AVENIDA DOM JOAO VI, LADO OPOSTO AO SHOPPING RECIFE, SENTIDO SUBURBIO",1
"AVENIDA JOSE FERREIRA LINS, EM FRENTE AO SEU LENHA RESTAURANTE E PIZZARIA",0
"RUA IMPERADOR DOM PEDRO II, EM FRENTE PROCON RECIFE",0
"RUA SENADOR CARLOS WILSON CAMPOS INFRAERO, LADO OPOSTO AO PORTAO DE DESEMBARQUE A4 AEROPORTO RECIFE",1
"PRACA DEZESSETE, AO LADO DA PRACA DEZESSETE.",2
"RUA JEAN EMILE FAVRE, AO LADO DO N. 1212",0
"RUA DO LIVRAMENTO, EM FRENTE AO N. 21",1
"RUA DO HOSPICIO, SOB AO SEMAFORO N. 171 SENTIDO SUBURBIO CIDADE",3
"RUA JEAN EMILE FAVRE, AO LADO AO N. 1352",0
"RUA JEAN EMILE FAVRE, EM FRENTE AO N. 885",9
"R. DR. JOAO SANTOS FILHO, EM FRENTE BROS 160",0
"AVENIDA MARECHAL MASCARENHAS DE MORAES, LADO OPOSTO AO N. 1180",0
"AVENIDA DOM JOAO VI, EM FRENTE AO COLEGIO GGE",0
"AVENIDA PINHEIROS, EM FRENTE AO N. 672",0
"C SANTA RITA, SOB O SEMAFORO N. 582 SENTIDO SUBURBIO/CIDADE",0
"RUA CONEGO BARATA, LADO OPOSTO A FERREIRA COSTA",0
"AVENIDA CELSO FURTADO, EM FRENTE AO ASSAI ATACADISTA",1
"AVENIDA GOVERNADOR CARLOS DE LIMA CAVALCANTI, EM FRENTE AO POSTO BR",0
"RUA MARIZ E BARROS, EM FRENTE AO N. 182, SENTIDO UNICO.",0
"RUA DJALMA FARIAS, AO LADO AO N. 216",0
"C SANTA RITA, EM FRENTE AO NOVO HOTEL",1
"AVENIDA GENERAL SAN MARTIN, LADO OPOSTO A ROTATORIA DE SAN MARTIN",8
"RUA CORONEL URIEL SERGIO GARDIM, AO LADO AO POSTEN. E021932",0
"ESTRADA DOS REMEDIOS, AO LADO MERCADO PUBLICO DE AFOGADOS",17
"RUA EXP FRANCISCO VITORIANO, AO LADO AO N. 470 A",0
"ESTRADA DAS UBAIAS, SOBRE O SEMAFORO N. 593",0
"RUA ALBERTO LUNDGREN, CRUZAMENTO AV. MARIA IRENE",0
"RUA PADRE LEMOS, AO PASSAR SOB O SEMAFORO DE N.. 602, SENTIDO MERCADO DE CASA AMARELA.",0
"PRACA DE CASA FORTE, LADO OPOSTO AO N. 317",9
"RUA DO HOSPICIO, SOB O SEMAFORO N. 171",4
"RUA PRINCESA ISABEL, SOB AO SEMAFORO N. 022",3
"AVENIDA CAXANGA, EM FRENTE AO N. 2452",1
"TRAVESSA DO FORTE, AO LADO AO N. 26",2
"TRAVESSA DO FORTE, AO LADO AO N. 46",0
"RUA DO RANGEL, LADO LESTE AO N. 189",0
"RUA DO JARDIM, AO LADO AO N. 101",0
"AVENIDA GENERAL SAN MARTIN, AO LADO ROTATORIA DE SAN MARTIN",1
"AVENIDA DR JOSE RUFINO, EM FRENTE AO N. 2319",0
"RUA GUARARAPES INFRAERO, LADO OPOSTO A ENTRADA DOED. GARAGEM",0
"PRC. MIGUEL DE CERVANTES, EM FRENTE AO SEMAFORO N. 508",0
"AVENIDA PRESIDENTE DUTRA, LADO OPOSTO AO N. 451.",20
"AVENIDA PRESIDENTE DUTRA, LADO OPOSTO A CHURRASCARIA SAL E BRASA",2
"RUA COUTO MAGALHAES, LADO OPOSTO A PRACA SANTOS DUMONT",0
"RUA COUTO MAGALHAES, CRUZAMENTO COM RUA JOSE ALEXANDRE CACADOR",0
"RUA DA PALMA, LADO OPOSTO AO N. 422",0
"RUA VIDAL DE NEGREIROS, AO LADO AO N. 168",2
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, EM FRENTE DO PORTAO B4",1
"RUA VIDAL DE NEGREIROS, AO LADO AO N. 126",2
"RUA DA PALMA, LADO OPOSTO AO N. 438",0
"AVENIDA MARECHAL MASCARENHAS DE MORAES, EM FRENTEAO BANCO BRADESCO SENTIDO SUBURBIO",0
"RUA GUARARAPES INFRAERO, EM FRENTE A ENTRADA DO ED. GARAGEM",0
"RUA VIDAL DE NEGREIROS, AO LADO AO N. 77",0
"RUA DO MACHADO, EM FRENTE AO N. 449",0
"PRC. MIGUEL DE CERVANTES, EM FRENTE AO N. 108",0
"AV BEBERIBE SANTA CRUZ FUTEBOL CLUBE, EM FRENTE AO POSTE N. A061786",1
"RUA DO MACHADO, LADO OPOSTO AO N. 449",0
"AVENIDA DANTAS BARRETO, EM FRENTE AO N. 1073",2
"RUA ZEFERINO AGRA, LADO OPOSTO AO N. 546",0
"PRACA MACIEL PINHEIRO, EM FRENTE AO N. 351",1
"C SANTA RITA, SOB O SEMAFORO N. 582",2
"RUA DO ARAGAO, EM FRENTE AO N. 77",2
"RUA DO ARAGAO, EM FRENTE AO N. 87",1
"ESTRADA DOS REMEDIOS, LADO OPOSTO MERCADO DE AFOGADOS",2
"R. FREI MATIAS TEVIS, EM FRENTE AO SEMAFORO N. 373",0
"RUA DA HARMONIA, CRUZAMENTO COM A ESTRADA DO ENCANAMENTO",0
"AVENIDA DR MALAQUIAS, CRUZAMENTO COM A RUA DO FUTURO.",0
"RUA DA CONCEICAO, EM FRENTE AO N. 40",0
"AVENIDA PORTUGAL, LADO OPOSTO AO POSTE N. B009400",4
"RUA ZEFERINO AGRA, EM FRENTE AO N. 546",1
"RUA DA CONCEICAO, EM FRENTE AO N. 151",0
"RUA NOVA DESCOBERTA, AO LADO AO N. 2276A",0
"RUA FREI MATIAS TEVIS, EM FRENTE AO BANCO SANTADER",0
"AVENIDA DR JOSE RUFINO, DO NUMERO 354 AO NUMERO 308 SENTIDO SUBURBIO/CIDADE",0
"RUA DUQUE DE CAXIAS, EM FRENTE AO N. 334",0
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, EM FRENTEAO SEMAFORO N. 096 SENTIDO CIDADE",0
"RUA DOS PALMARES, CRUZAMENTO COM A RUA TREZE DE MAIO SENTIDO SUBURBIO",0
"AVENIDA VISCONDE DE SUASSUNA, EM FRENTE AO N. 426",0
"TRAVESSA DO FORTE, AO LADO AO N. 52",2
"RUA DONA ANUNCIADA DE MORAIS, AO LADO AO N. 21",0
"RUA VIDAL DE NEGREIROS, AO LADO AO N. 196",2
"TRAVESSA DO FORTE, LADO OPOSTO AO N. 168",0
"RUA VIDAL DE NEGREIROS, LADO OPOSTO AO N. 103",0
"CORREGO DO BARTOLOMEU, LADO OPOSTO AO N. 540",1
"RUA VIDAL DE NEGREIROS, LADO OPOSTO AO N. 129",5
"RUA VIDAL DE NEGREIROS, AO LADO AO N. 159",2
"RUA GUARARAPES INFRAERO, LADO OPOSTO AO ANTIGO AEROPORTO",0
"AVENIDA GENERAL SAN MARTIN, LADO OPOSTO ROTATORIADE SAN MARTIN",26
"BECO DO MARROQUIM, LADO OPOSTO 52",0
"AVENIDA GENERAL SAN MARTIN, EM FRENTE AO N. 726",0
"AVENIDA VISCONDE DE SUASSUNA, EM FRENTE AO N. 467",0
"RUA DO FUTURO, EM FRENTE AO N. 800",0
"RUA ARNOBIO MARQUES, EM FRENTE AO N. 326",0
"C SANTA RITA, AO LADO AO N. 374",0
"RUA DA AURORA, SOB O SEMAFORO DE NUMERO 429 SENTIDO CIDADE/SUBURBIO",0
"AVENIDA VISCONDE DE SUASSUNA, EM FRENTE AO SENAC",1
"RUA DO PORAO, AO LADO AO N. 204",0
"RUA QUARENTA E OITO, SOB AO SEMAFORO N. 021",0
"RUA MANOEL ESTEVAO DA COSTA, SOB O SEMAFORO N. 652",1
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, AO LADO DOSHOPPING TACARUNA SENTIDO OLINDA",0
"AVENIDA ENGENHEIRO ANTONIO DE GOES, EM FRENTE AO N. 449",0
"AVENIDA DEZESSETE DE AGOSTO, SOB O SEMAFORO N. 251",13
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, EM FRENTEAO N. 4555",0
"RUA MANOEL DE BRITO, EM FRENTE AO N. 81",0
"RUA MANOEL DE BRITO, EM FRENTE A ECO NUB",0
"RUA MANOEL DE BRITO, EM FRENTE AO ECO NUCLEO VIA MAGUE",0
"AVENIDA DR DIRCEU VELLOSO TOSCANO DE BRITO, LADO OPOSTO AO N. 81",2
"RUA QUARENTA E OITO, EM FRENTE AO N. 395",0
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, LADO LESTE AO PORTAO B4",0
"RUA DO HOSPICIO, EM FRENTE AO SEMAFORO N. 171 SENTIDO OLINDA-PE",0
"AVENIDA REPUBLICA ARABE UNIDA, EM FRENTE AO N. 80",0
"RUA MANOEL DE BRITO, AO LADO DO 19BPMPE",1
"RUA ALBINO MEIRA, EM FRENTE AO N. 261",1
"RUA URIEL DE HOLANDA, AO LADO PRACA DA CONVENCAO",1
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, EM FRENTE AO N. 1183",2
"ESTRADA REAL DO POCO, EM FRENTE AO N. 329",5
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, LADO OPOSTOAO ASSAI ATACADISTA",0
"RUA MARIO SOUTO MAIOR, LADO OPOSTO EDF. GRAND MARNIER",0
"RUA MARIO SOUTO MAIOR, LADO OPOSTO EDIFICIO GRANDMARNIER",2
"RUA MARQUES DE VALENCA, EM FRENTE AO N. 387 SENTIDO CIDADE",0
"RUA ALBERTO LUNDGREN, CRUZAMENTO AV GOV ROBERTO SILVEIRA",1
"AVENIDA CAXANGA, AO LADO AO N. 3424",0
"RUA PADRE LEMOS, AO LADO MERCADO DE CASA AMARELA",0
"RUA PAULINO CAMARA, AO LADO A PADARIA SANTO AMARO",1
"AVENIDA GENERAL SAN MARTIN, LADO OPOSTO ROTATORIASAN MARTIN",0
"AVENIDA PERNAMBUCO, AO LADO AO N. 364",4
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, SOB O SEMAFORO N. 313 CIDADE SUBURBIO",0
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, SOB O SEMAFORO N. 677 SENTIDO SUBURBIO CIDADE",1
"AVENIDA ALFREDO LISBOA, EM FRENTE AO N. 505",3
"RUA BARAO DE SOUZA LEAO, EM FRENTE AO N. 95",1
"RUA BARAO DE SOUZA LEAO, EM FRENTE A IGREJA DE BOA VIAGEM",0
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, AO LADO DO PORTAO B5 SENTIDO UNICO",3
"RUA SENADOR CARLOS WILSON CAMPOS INFRAERO, EM FRENTE AO EDIFICIO DE MANUTENCAO SENTIDO UNICO",0
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, SOB O SEMAFORO N. 056 SENTIDO SUBURBIO CIDADE",0
"RUA MANOEL DE BRITO, LADO OPOSTO AO BATALHAO DA POLICIA MILITAR",0
"RUA MANOEL DE BRITO, EM FRENTE AO N. 19. BPMPE",0
"PRACA MINISTRO SALGADO FILHO, LADO OPOSTO AEROPORTO DO RECIFE",0
"AVENIDA BOA VIAGEM, AO LADO AO N. 5450",0
"AVENIDA ALFREDO LISBOA, EM FRENTE AO ARMAZEM 10",3
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, AO LADO PORTAO B6 DO AEROPORTO DO RECIFE",0
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, SOB AO N.066",2
"REF CAIS DO APOLO, AO LADO DO SEMAFORO N. 019",1
"RUA MADRE DE DEUS, AO LADO DO SEMAFORO N. 019",2
"RUA DAS OFICINAS, EM FRENTE ESCOLA MUNICIPAL ENGENHEIRO UMBERTO GONDIM",2
"RUA COMENDADOR MORAES, EM FRENTE AO N. 17",0
"RUA SENADOR CARLOS WILSON CAMPOS INFRAERO, LADO OPOSTO AOS PORTOES A6, A5 E A4.",0
"RUA DA AURORA, LADO OPOSTO AO N. 1027",0
